OBJECTID,LAND,BEZ,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
214602,11,1,1100311,2021,8,9,6,3,0,7,0,0,1,0,1,0,0,0,800058,342,5827408,941
214601,11,7,7501029,2021,8,14,3,3,2,6,0,0,1,0,0,0,0,0,797755,79,5819064,478
214600,11,9,9401534,2021,7,9,5,3,2,2,0,0,1,0,0,0,1,0,811005,34,5820318,651
214599,11,3,3601245,2021,7,14,5,3,0,7,0,0,0,0,0,0,1,0,800465,7551,5831498,673
214598,11,4,4400727,2021,8,13,3,2,5,2,0,1,1,0,0,0,0,0,791122,5998,5823173,218
214597,11,12,12100102,2021,7,13,4,3,0,5,0,0,1,0,0,0,1,0,796613,3477,5833524,179
214596,11,2,2100102,2021,7,14,7,3,2,6,0,0,1,0,0,0,1,0,798329,7314,5825557,894
214595,11,8,8100314,2021,8,13,6,3,2,6,0,0,1,0,0,0,0,0,800666,8152,5824322,328
214594,11,3,3601243,2021,8,20,2,3,0,1,0,1,0,0,0,0,0,0,799862,895,5831584,993
214593,11,10,10100208,2021,8,13,7,3,5,3,0,1,1,0,0,0,0,0,809230,8588,5831992,501
214592,11,4,4200311,2021,7,18,3,3,2,7,0,0,1,0,1,0,0,0,790364,2497,5827256,362
214591,11,4,4300620,2021,8,10,4,3,5,2,0,0,1,0,0,0,0,0,793410,4781,5827392,602
214590,11,12,12500825,2021,7,17,5,3,5,2,0,1,1,0,0,0,0,1,792156,3111,5834913,11
214589,11,4,4501148,2021,7,8,6,3,0,2,0,1,1,0,0,0,0,0,793328,4986,5823397,967
214588,11,9,9100306,2021,8,13,4,3,2,6,0,0,1,0,1,0,0,0,803836,935,5820977,637
214587,11,9,9200715,2021,8,15,2,3,5,2,0,0,1,0,0,0,0,0,808469,3995,5819056,425
214586,11,10,10300734,2021,8,12,6,3,5,3,0,1,1,0,0,0,0,0,809576,8768,5825608,93
214585,11,5,5300736,2021,8,17,4,2,0,3,0,0,1,0,1,0,0,0,786320,9982,5829463,475
214584,11,5,5200528,2021,8,18,2,3,5,2,0,0,1,0,0,0,0,1,783895,4082,5826614,63
214583,11,7,7200413,2021,7,16,4,3,0,3,0,1,1,0,0,0,0,0,795942,8561,5823774,308
214582,11,4,4300619,2021,8,23,1,3,0,1,2,0,0,0,0,0,1,0,792407,646,5827207,506
214581,11,4,4300517,2021,7,18,7,3,5,2,0,0,1,0,0,0,0,0,791792,1853,5828226,49
214580,11,8,8200623,2021,8,15,6,3,5,2,0,1,1,0,0,0,0,0,802800,5922,5820810,83
214579,11,5,5100208,2021,8,16,3,2,6,4,0,0,1,1,0,0,0,0,781278,5792,5830763,763
214578,11,11,11200512,2021,8,6,7,3,5,2,0,0,1,0,0,0,0,0,802881,4656,5831209,155
214577,11,12,12500927,2021,7,12,2,3,5,3,0,1,0,0,0,0,0,0,792754,1405,5836274,443
214576,11,5,5100316,2021,8,13,4,3,5,2,0,0,1,0,1,0,0,0,784843,3103,5829239,898
214575,11,9,9501939,2021,7,5,4,3,0,6,0,0,1,0,0,0,1,1,811026,5788,5821822,297
214574,11,5,5100208,2021,7,14,5,2,2,2,0,0,1,0,1,0,0,0,781686,361,5830662,778
214573,11,10,10100102,2021,8,17,4,3,5,3,0,0,1,0,0,0,1,0,809450,9369,5834611,829
214572,11,1,1100309,2021,8,16,2,3,5,2,0,1,0,0,0,0,1,0,798680,7464,5828664,115
214571,11,4,4300412,2021,7,20,5,3,1,5,0,1,1,0,0,0,0,0,791622,9054,5827530,844
214570,11,4,4500936,2021,8,16,4,2,5,3,0,1,1,0,0,0,0,0,792086,7129,5825777,3
214569,11,2,2100104,2021,8,21,3,3,5,3,2,1,1,0,0,0,0,0,799284,2209,5826218,753
214568,11,1,1300836,2021,8,14,2,3,5,3,0,1,1,0,0,0,0,0,796541,812,5830342,351
214567,11,1,1100102,2021,8,9,7,3,5,3,0,1,1,0,0,0,0,0,796560,4901,5826867,607
214566,11,4,4300517,2021,7,14,3,3,2,6,0,0,1,0,1,0,0,0,791702,1456,5827824,303
214565,11,4,4300412,2021,8,10,3,3,5,2,0,1,1,0,0,0,0,0,791666,43,5827509,944
214564,11,8,8100312,2021,8,12,1,3,1,5,0,1,1,0,0,0,0,0,801522,2144,5823981,407
214563,11,5,5100104,2021,7,12,5,3,5,2,0,1,1,0,0,0,0,0,785669,4179,5831760,654
214562,11,10,10400938,2021,7,20,6,3,2,2,1,0,1,0,0,0,0,0,813228,1847,5828956,591
214561,11,12,12100204,2021,8,8,5,2,5,3,0,0,1,0,1,0,0,0,794906,7752,5832890,901
214560,11,7,7200410,2021,7,15,5,3,0,2,0,0,1,0,0,0,1,0,795715,2343,5824029,317
214559,11,1,1100309,2021,8,17,5,3,1,5,0,1,1,0,0,0,0,0,798904,9961,5828632,617
214558,11,2,2400624,2021,7,22,7,2,1,5,2,1,1,0,0,0,0,0,802004,979,5827175,473
214557,11,5,5100210,2021,8,9,5,3,1,5,0,0,1,0,0,0,1,0,784127,5183,5830399,275
214556,11,1,1100415,2021,8,10,3,3,5,3,0,1,1,0,0,0,0,0,798296,6679,5829369,914
214555,11,9,9200717,2021,8,12,1,3,2,6,0,1,1,0,0,0,0,0,809448,3304,5818695,194
214554,11,6,6300632,2021,7,19,4,3,1,5,0,1,1,0,0,0,0,0,792081,9048,5817140,574
214553,11,7,7200414,2021,8,22,1,3,0,1,2,0,1,0,0,0,0,1,796533,8227,5823968,698
214552,11,11,11200410,2021,7,0,1,3,6,4,2,0,0,1,0,0,1,0,805859,2505,5832362,995
214551,11,7,7501031,2021,8,13,5,3,1,7,0,0,1,0,0,0,1,0,798205,158,5819912,863
214550,11,12,12100205,2021,7,8,2,3,2,6,0,0,1,0,0,0,0,1,794195,3132,5835426,23
214549,11,9,9100101,2021,8,10,6,3,5,2,0,1,0,0,0,1,0,0,802360,3822,5825339,234
214548,11,8,8100311,2021,8,11,2,3,5,2,0,0,1,0,0,0,1,0,800527,3112,5824459,954
214547,11,5,5300840,2021,8,13,6,3,2,6,0,0,1,0,0,0,0,0,789409,1821,5828668,419
214546,11,2,2400521,2021,7,8,2,2,5,2,0,1,0,0,0,0,1,0,800484,7835,5828469,214
214545,11,11,11501238,2021,8,16,4,3,2,6,0,0,1,0,1,0,0,0,803818,2156,5826158,94
214544,11,2,2400625,2021,7,10,4,3,3,6,0,1,0,0,0,0,0,0,801731,9069,5826196,335
214543,11,9,9502042,2021,7,15,6,3,0,7,0,0,1,0,0,0,0,0,811341,9464,5821981,44
214542,11,2,2200209,2021,8,23,3,3,6,2,2,0,1,1,0,0,0,0,797771,93,5824035,95
214541,11,4,4200308,2021,7,22,6,3,5,2,2,0,1,0,0,0,0,0,790354,7108,5827306,385
214540,11,4,4501043,2021,7,0,2,2,0,1,2,0,0,0,0,0,1,0,792725,5422,5824764,655
214539,11,5,5100316,2021,8,16,6,2,5,2,0,1,1,0,0,0,0,0,783781,1294,5829110,653
214538,11,1,1100310,2021,8,7,2,3,1,7,0,1,1,0,0,0,0,0,799113,2614,5828861,606
214537,11,2,2100106,2021,8,23,6,3,5,7,2,0,1,0,0,0,0,1,798589,104,5825565,765
214536,11,4,4200311,2021,7,22,5,2,5,2,2,0,1,0,0,0,0,0,790449,35,5825976,206
214535,11,1,1100416,2021,7,11,6,3,5,3,0,1,1,0,0,0,0,0,798528,2501,5830051,652
214534,11,1,1100310,2021,8,9,3,3,0,3,0,1,0,0,0,0,0,0,799097,8864,5828925,685
214533,11,4,4300622,2021,8,16,3,3,5,3,0,0,1,0,0,0,0,0,793900,9527,5826241,139
214532,11,8,8100105,2021,7,13,5,2,5,3,0,1,1,0,0,0,0,0,801173,8241,5821800,452
214531,11,10,10200627,2021,8,15,5,3,5,3,0,1,1,0,0,0,0,0,811307,1471,5829839,997
214530,11,3,3601452,2021,8,11,4,2,5,2,0,0,1,0,0,0,0,0,801602,3657,5829351,909
214529,11,10,10400940,2021,8,13,2,3,6,4,0,0,1,1,0,0,0,0,813075,6572,5826560,434
214528,11,10,10100311,2021,8,11,7,3,5,2,0,1,1,0,0,0,0,0,806351,5754,5830182,35
214527,11,3,3601142,2021,7,18,4,3,5,2,0,1,1,0,0,0,0,0,799170,5119,5830744,165
214526,11,6,6300634,2021,8,11,3,3,3,6,0,1,1,0,0,0,0,0,792925,3759,5817732,448
214525,11,1,1200625,2021,8,14,7,3,5,2,0,0,1,0,0,0,0,0,794717,4491,5828443,15
214524,11,9,9100408,2021,7,11,6,3,5,2,0,0,1,0,1,0,0,0,806744,3525,5820291,485
214523,11,3,3601450,2021,7,5,7,3,0,1,1,0,1,0,0,0,0,0,802387,3813,5829247,76
214522,11,1,1100308,2021,8,8,4,3,1,5,0,1,1,0,0,0,0,0,797553,8366,5828698,749
214521,11,4,4300622,2021,7,15,5,3,3,6,0,0,1,0,0,0,0,0,793414,5141,5826573,41
214520,11,6,6100102,2021,8,11,5,3,2,6,0,0,1,0,1,0,0,0,793771,2505,5821123,669
214519,11,7,7200307,2021,8,12,5,3,5,2,0,0,1,0,0,0,0,0,794947,35,5824323,662
214518,11,12,12400617,2021,8,11,4,3,1,5,0,1,1,0,0,0,0,0,785873,17,5838582,631
214517,11,12,12200412,2021,7,18,4,3,0,6,0,0,1,0,0,0,1,0,791208,3911,5834071,657
214516,11,1,1100415,2021,7,18,7,3,4,6,0,1,0,0,0,0,1,0,797383,1888,5829151,575
214515,11,3,3300516,2021,8,15,4,3,5,3,0,1,1,0,0,0,0,0,801165,8157,5833191,795
214514,11,9,9501737,2021,8,8,4,2,6,4,0,0,1,1,0,0,0,0,814172,9906,5821924,747
214513,11,4,4300414,2021,8,13,2,3,1,5,0,0,1,0,0,0,1,0,791685,104,5827419,632
214512,11,11,11401135,2021,8,16,7,3,2,6,0,0,1,0,1,0,0,0,806002,1635,5825512,15
214511,11,1,1300733,2021,7,15,3,3,2,6,0,1,1,0,0,0,0,0,797396,9831,5831239,294
214510,11,10,10100312,2021,8,11,3,2,0,7,0,0,1,0,0,0,0,0,807681,8508,5830166,332
214509,11,5,5100208,2021,7,8,3,3,0,7,0,0,1,0,0,0,1,0,781533,3063,5830266,837
214508,11,5,5200528,2021,8,14,1,3,6,7,0,1,0,1,0,0,0,0,782638,962,5826825,329
214507,11,4,4501040,2021,7,15,7,3,5,2,0,0,1,0,1,0,0,0,792418,6555,5825410,99
214506,11,2,2500830,2021,7,18,7,3,5,2,0,1,1,0,0,0,0,0,802544,634,5827393,275
214505,11,4,4500938,2021,8,17,5,3,5,2,0,1,1,0,0,0,0,0,791572,9432,5824602,589
214504,11,8,8300934,2021,7,11,6,3,5,3,0,0,1,0,0,0,0,0,803272,7936,5818323,337
214503,11,4,4300412,2021,8,16,5,2,2,7,0,1,1,0,0,0,0,0,790790,5272,5827406,769
214502,11,5,5200630,2021,7,13,7,2,2,2,0,0,1,0,0,0,0,0,783395,9214,5827681,737
214501,11,3,3601142,2021,8,8,5,3,5,2,0,1,1,0,0,0,0,0,798877,4168,5831047,155
214500,11,11,11300722,2021,8,14,3,3,5,2,0,1,1,0,0,0,0,0,804254,8493,5827660,41
214499,11,9,9501939,2021,8,19,1,3,0,1,0,0,0,0,1,0,0,0,810420,9211,5821263,99
214498,11,9,9100408,2021,7,11,4,2,5,2,0,0,1,0,1,0,0,0,806736,1325,5820287,559
214497,11,9,9401329,2021,8,22,1,2,5,3,2,0,1,0,0,0,0,1,812185,173,5818670,125
214496,11,10,10300734,2021,7,13,7,3,2,6,0,0,1,0,0,0,0,0,809659,7085,5826344,182
214495,11,7,7400826,2021,7,7,2,3,2,6,0,1,1,0,0,0,0,0,796375,887,5819730,898
214494,11,8,8100521,2021,8,18,6,3,5,3,0,1,1,0,0,0,0,0,802952,9866,5822470,626
214493,11,12,12500825,2021,8,9,2,3,1,5,0,1,1,0,0,0,0,0,791828,5708,5834818,999
214492,11,7,7601341,2021,8,18,6,3,0,1,0,1,0,0,0,0,0,1,798091,2792,5814994,3
214491,11,1,1100416,2021,7,16,2,3,5,3,0,1,0,0,0,0,0,0,798573,7064,5829253,97
214490,11,2,2100104,2021,8,16,4,3,3,6,0,1,0,0,1,0,0,0,799280,7385,5826124,754
214489,11,11,11200512,2021,7,11,5,2,5,7,0,0,1,0,0,0,1,0,803026,8402,5830775,114
214488,11,1,1100312,2021,7,8,5,3,5,2,0,1,1,0,0,0,0,0,799517,7026,5826714,166
214487,11,1,1300834,2021,8,17,4,3,6,7,0,1,0,1,0,0,0,0,797534,7214,5830997,827
214486,11,6,6200313,2021,8,19,3,3,5,3,0,1,1,0,0,0,0,0,794988,2699,5818425,367
214485,11,9,9200819,2021,7,14,3,3,5,3,0,0,1,0,0,0,1,0,810496,8481,5820097,275
214484,11,9,9200715,2021,7,8,2,3,5,2,0,1,0,0,0,0,1,0,807718,4983,5818728,525
214483,11,2,2400520,2021,8,7,2,3,5,2,0,1,1,0,0,0,0,0,800327,2834,5828827,183
214482,11,2,2500833,2021,8,14,7,3,5,2,0,1,1,0,0,0,0,0,802523,1333,5827271,42
214481,11,9,9100305,2021,8,6,3,3,6,4,0,0,0,1,1,0,0,0,804964,5066,5822520,387
214480,11,10,10100209,2021,8,14,7,3,2,6,0,0,1,0,0,0,0,0,810001,5346,5832237,118
214479,11,1,2100104,2021,7,16,5,3,5,3,0,1,1,0,0,0,0,1,799366,1489,5826336,252
214478,11,9,9100305,2021,7,8,6,3,6,2,0,0,1,1,0,0,0,0,805020,4799,5822709,495
214477,11,2,2400623,2021,8,5,5,3,5,3,0,1,1,0,0,0,0,0,800357,801,5827846,593
214476,11,3,3100103,2021,7,13,5,3,5,3,0,0,1,0,0,0,0,0,804255,1964,5840479,651
214475,11,4,4501042,2021,8,13,5,3,0,7,0,0,0,0,1,0,1,1,793915,9473,5825563,629
214474,11,6,6400844,2021,8,17,4,2,5,2,0,1,1,0,0,0,0,0,792381,1402,5820930,835
214473,11,7,7400928,2021,8,7,3,3,5,2,0,1,1,0,0,0,0,1,800259,2952,5821588,251
214472,11,7,7601236,2021,7,11,7,3,2,2,0,0,1,0,0,0,0,0,797200,8871,5817146,33
214471,11,6,6400843,2021,8,12,1,3,5,3,0,0,1,0,0,0,0,0,791204,402,5819702,79
214470,11,2,2500835,2021,7,12,4,3,5,3,0,0,1,0,0,0,1,0,802110,476,5826375,166
214469,11,9,9200717,2021,8,7,3,3,5,3,0,1,1,0,0,0,0,0,809544,4352,5819798,764
214468,11,1,1100309,2021,8,20,7,2,1,7,1,0,1,0,0,0,0,1,798582,8085,5828911,913
214467,11,2,2300314,2021,7,13,7,3,3,6,0,1,0,0,0,0,1,0,800006,9656,5826250,754
214466,11,1,1300732,2021,7,19,1,3,1,5,0,0,1,0,1,0,0,1,797867,5534,5832593,292
214465,11,1,1100309,2021,7,13,6,3,1,5,0,1,1,0,0,0,0,0,798963,228,5828947,594
214464,11,4,4300416,2021,8,16,6,3,1,5,0,0,1,0,0,0,1,0,791423,88,5825884,502
214463,11,2,2300417,2021,7,16,3,3,5,3,0,1,1,0,0,0,0,0,800293,6693,5825547,357
214462,11,9,9100407,2021,8,15,5,3,5,3,0,1,1,0,0,0,0,0,806271,1494,5820979,232
214461,11,1,1100101,2021,8,19,4,3,2,6,0,0,1,0,0,0,1,0,794893,3565,5825977,4
214460,11,2,2200210,2021,8,6,2,3,5,2,0,1,1,0,0,0,0,0,798341,8459,5825498,698
214459,11,1,1200520,2021,7,17,4,3,3,6,0,1,0,0,0,0,0,0,794564,49,5829157,656
214458,11,2,2200209,2021,8,17,1,3,5,2,0,1,0,0,1,0,0,0,797479,4993,5824554,786
214457,11,12,12500928,2021,7,2,1,2,1,1,2,0,1,0,0,0,1,0,791780,7889,5836929,459
214456,11,9,9501736,2021,8,22,6,3,4,5,2,0,1,0,0,0,0,0,813313,9689,5820891,169
214455,11,2,2300315,2021,8,5,2,3,2,6,0,1,1,0,0,0,0,0,800162,7743,5825745,641
214454,11,1,1401045,2021,8,21,5,3,6,4,2,0,1,1,0,0,0,0,796403,9516,5831937,836
214453,11,6,6100204,2021,7,18,2,3,2,6,0,0,1,0,0,0,0,0,795341,832,5820001,972
214452,11,5,5300736,2021,8,12,4,3,0,7,0,1,0,0,0,0,0,0,785942,775,5829214,827
214451,11,2,2200207,2021,7,17,4,3,5,2,0,1,1,0,0,0,0,0,797089,366,5824711,85
214450,11,8,8100419,2021,7,16,5,3,0,6,0,0,1,0,1,0,0,0,802381,8254,5824027,788
214449,11,3,3400620,2021,8,10,3,2,5,3,0,1,1,0,0,0,0,1,797412,2295,5833971,557
214448,11,7,7400823,2021,8,19,2,3,5,2,0,1,1,0,0,0,0,0,797351,362,5821922,428
214447,11,6,6100209,2021,7,11,3,2,5,2,0,0,1,0,1,0,0,0,794654,7184,5820891,1
214446,11,8,8300934,2021,8,16,3,3,5,3,0,1,1,0,0,0,0,0,803997,8398,5818437,925
214445,11,4,4500937,2021,8,15,1,2,2,6,0,1,1,0,0,0,0,0,790892,7401,5824753,122
214444,11,1,1100308,2021,7,1,5,2,0,7,2,0,0,0,0,0,1,0,796751,4558,5828215,296
214443,11,7,7400824,2021,8,20,1,2,0,2,1,1,0,0,0,0,1,1,797842,7675,5822041,769
214442,11,2,2500728,2021,7,13,7,3,0,1,0,1,0,0,0,0,0,0,802899,4904,5827647,34
214441,11,3,3200308,2021,7,9,1,3,2,6,0,1,1,0,0,0,0,0,800186,2116,5836565,627
214440,11,4,4100101,2021,8,8,6,3,0,3,0,1,1,0,0,0,0,0,790966,852,5829720,672
214439,11,5,5400942,2021,8,12,2,3,1,5,0,0,1,0,0,0,0,0,783765,3847,5823866,125
214438,11,5,5200631,2021,8,11,6,2,5,7,0,0,1,0,1,0,0,0,784776,4604,5826917,137
214437,11,1,1300730,2021,8,21,4,3,5,2,2,0,1,0,0,0,0,0,796164,545,5832275,128
214436,11,12,12200412,2021,7,16,4,2,3,6,0,0,1,0,0,0,1,0,788533,5233,5832732,727
214435,11,4,4501042,2021,7,8,5,3,5,3,0,1,0,0,0,0,1,0,794092,6504,5826440,469
214434,11,4,4400726,2021,8,21,3,3,0,7,2,0,0,0,1,0,0,0,790846,9185,5823658,712
214433,11,9,9200614,2021,8,11,3,3,2,1,0,0,1,0,0,0,0,0,808429,9819,5820873,873
214432,11,4,4500938,2021,7,11,3,3,0,2,0,1,0,0,1,0,0,0,791775,351,5824819,982
214431,11,5,5100314,2021,7,7,2,3,5,3,0,0,1,0,1,0,0,0,785369,6137,5830606,94
214430,11,8,8100312,2021,8,13,2,3,6,7,0,0,0,1,0,0,1,0,800875,8369,5824367,778
214429,11,7,7300516,2021,8,0,6,3,5,7,2,1,1,0,0,0,0,0,793951,374,5822015,33
214428,11,1,1100415,2021,7,18,2,3,3,6,0,1,0,0,0,0,0,0,798202,14,5829355,32
214427,11,9,9200511,2021,8,16,3,3,5,2,0,1,1,0,0,0,0,0,807078,8845,5822532,972
214426,11,3,3400831,2021,8,12,6,3,0,6,0,0,1,0,0,1,0,0,799409,1154,5833518,553
214425,11,1,1200520,2021,7,11,6,3,5,2,0,1,1,0,0,0,0,0,794414,6657,5829093,988
214424,11,4,4501149,2021,7,14,6,2,5,2,0,0,1,0,1,0,0,0,793685,8164,5824471,668
214423,11,7,7601442,2021,8,8,4,3,5,2,0,1,0,0,0,1,0,0,798702,1755,5816032,368
214422,11,10,10200629,2021,7,3,5,2,0,1,2,1,0,0,0,0,0,0,810870,3158,5828597,999
214421,11,4,4501045,2021,8,17,5,3,5,2,0,1,1,0,0,0,0,0,794385,6878,5824881,634
214420,11,11,11200411,2021,8,17,3,3,5,2,0,0,1,0,0,0,0,0,805722,1407,5831818,197
214419,11,10,10300734,2021,8,15,3,3,3,6,0,1,1,0,0,0,0,1,809729,3592,5826098,531
214418,11,1,1100102,2021,7,20,7,2,5,3,0,1,1,0,0,0,0,0,795040,5381,5827226,715
214417,11,6,6100209,2021,8,18,1,3,5,2,0,1,1,0,0,0,0,0,794765,5828,5820909,168
214416,11,7,7601340,2021,7,21,3,2,3,2,1,1,1,0,0,0,0,0,796637,7923,5815848,109
214415,11,8,8401241,2021,8,7,3,3,5,3,0,0,1,0,0,0,0,0,804754,2717,5818468,459
214414,11,8,8100314,2021,8,22,7,3,5,7,2,0,1,0,1,0,0,1,801090,5599,5824014,15
214413,11,4,4501042,2021,7,19,6,3,6,4,0,0,0,1,0,0,1,0,794233,2293,5825986,268
214412,11,11,11300725,2021,8,18,5,3,4,5,0,1,1,0,0,0,0,0,805205,1431,5828075,723
214411,11,3,3601450,2021,7,15,6,2,5,3,0,1,0,0,1,0,0,0,802657,2028,5829611,433
214410,11,2,2500835,2021,8,9,6,3,5,2,0,1,1,0,0,0,0,0,803017,1695,5825753,806
214409,11,6,6300631,2021,8,11,2,2,5,3,0,1,1,0,0,0,0,0,791641,261,5816249,42
214408,11,5,5300735,2021,8,17,6,3,5,2,0,0,1,0,0,0,0,0,786568,6339,5830554,345
214407,11,2,2400521,2021,8,10,4,3,0,2,0,1,1,0,0,0,0,0,800684,7934,5828487,465
214406,11,3,3400721,2021,8,9,2,3,1,5,0,1,1,0,0,0,0,0,797960,1991,5833176,144
214405,11,1,1300836,2021,7,17,5,3,2,6,0,0,1,0,0,0,0,0,796462,807,5829949,566
214404,11,11,11400930,2021,8,18,1,3,5,3,0,0,1,0,0,0,0,0,806045,358,5826605,534
214403,11,7,7400823,2021,7,22,1,3,5,3,2,0,1,0,0,0,0,0,796910,833,5822293,222
214402,11,3,3300517,2021,8,15,6,3,5,2,0,1,1,0,0,0,0,0,803365,6195,5833523,618
214401,11,9,9200819,2021,8,22,2,3,0,3,2,0,0,0,1,0,0,1,810207,288,5819629,671
214400,11,4,4501040,2021,8,15,7,3,5,7,0,0,1,0,1,0,0,0,792141,7641,5825766,568
214399,11,2,2200209,2021,7,21,3,3,5,2,2,0,1,0,0,0,0,0,797753,1502,5824034,352
214398,11,9,9100407,2021,8,9,5,3,1,5,0,1,1,0,0,0,0,0,806230,582,5820480,839
214397,11,9,9501737,2021,7,10,4,3,3,6,0,0,1,0,1,0,0,0,814210,95,5822012,573
214396,11,9,9100304,2021,7,11,5,2,5,3,0,0,0,0,1,0,1,0,804667,9556,5822163,171
214395,11,8,8100314,2021,8,18,3,3,7,7,0,1,1,0,0,0,1,1,801096,618,5824022,569
214394,11,2,2400521,2021,8,16,2,2,5,3,0,0,1,0,0,0,1,0,800719,1073,5827883,918
214393,11,4,4200206,2021,7,1,4,3,0,7,2,0,1,0,0,0,0,0,787901,1876,5825833,535
214392,11,9,9200715,2021,8,16,4,2,5,2,0,1,1,0,0,0,0,0,808657,5509,5819171,531
214391,11,7,7400721,2021,7,9,3,3,2,2,0,0,1,0,0,0,0,0,797911,7195,5823961,101
214390,11,2,2100105,2021,8,23,2,3,5,3,2,0,1,0,0,0,0,1,799551,5815,5825854,405
214389,11,11,11501238,2021,8,0,7,3,0,1,2,1,0,0,0,0,0,0,803698,111,5826235,688
214388,11,5,5200420,2021,7,22,3,3,1,1,2,0,1,0,0,0,1,0,782725,9569,5828559,412
214387,11,2,2400522,2021,8,18,3,3,3,6,0,0,1,0,0,0,0,0,802102,6051,5827736,504
214386,11,1,1100416,2021,8,20,7,3,0,4,0,1,0,1,0,0,0,0,798622,4806,5829351,822
214385,11,1,1200623,2021,7,20,5,3,2,2,1,0,1,0,0,0,0,0,795443,1252,5829543,892
214384,11,2,2100104,2021,7,11,6,3,5,2,0,1,1,0,0,0,0,0,799282,7575,5826219,287
214383,11,1,1300733,2021,8,7,4,3,5,2,0,1,1,0,0,0,0,0,797574,5753,5831890,99
214382,11,5,5100211,2021,7,9,5,3,5,2,0,0,1,0,0,0,0,0,781907,167,5829570,412
214381,11,5,5200631,2021,8,14,5,3,1,5,0,0,1,0,0,0,0,0,784747,4535,5827417,927
214380,11,9,9502043,2021,8,13,4,3,2,6,0,0,1,0,0,0,0,0,811328,433,5822415,78
214379,11,5,5100211,2021,8,15,3,3,5,2,0,1,1,0,0,0,0,1,781914,9502,5829568,3
214378,11,1,1400942,2021,8,17,1,3,5,3,0,1,0,0,0,0,1,0,794808,345,5830942,764
214377,11,1,1300836,2021,7,8,4,3,5,2,0,1,1,0,0,0,0,0,796571,2339,5830501,323
214376,11,1,1100101,2021,7,15,2,3,2,6,0,0,1,0,1,0,0,0,794591,3162,5826073,399
214375,11,7,7100102,2021,8,11,2,3,2,6,0,0,1,0,0,0,0,0,795390,2188,5825514,815
214374,11,2,2300316,2021,8,18,7,3,1,5,0,0,1,0,0,0,1,0,801157,7778,5826269,138
214373,11,4,4501042,2021,7,17,2,3,2,2,0,1,0,0,0,0,0,0,793932,1671,5825811,445
214372,11,4,4501045,2021,8,13,2,3,5,3,0,0,1,0,0,0,0,0,793965,6272,5824957,71
214371,11,7,7100205,2021,8,10,7,3,5,3,0,1,1,0,0,0,0,0,796018,3537,5824976,164
214370,11,1,1401045,2021,7,19,5,3,5,3,0,1,1,0,0,0,0,0,796871,4018,5831556,118
214369,11,12,12500825,2021,7,11,6,3,2,6,0,0,1,0,0,0,1,0,792104,193,5834870,635
214368,11,3,3400723,2021,8,7,5,3,0,7,0,1,0,0,0,0,0,0,799592,6423,5833989,189
214367,11,3,3300412,2021,7,9,4,3,5,3,0,1,0,0,0,0,1,0,802635,3009,5838879,11
214366,11,4,4300619,2021,8,10,5,3,5,7,0,0,1,0,1,0,0,0,792150,352,5827387,264
214365,11,11,11100204,2021,8,15,5,2,6,4,0,0,1,1,0,0,0,0,806309,2209,5833911,72
214364,11,1,1300732,2021,8,16,3,3,0,1,0,0,0,0,1,0,0,0,797632,9108,5832087,826
214363,11,12,12400619,2021,8,21,1,3,8,1,2,0,1,0,0,0,0,0,788619,9039,5836143,978
214362,11,2,2200213,2021,7,17,3,3,6,3,0,1,0,1,0,0,0,0,799995,7453,5824726,386
214361,11,5,5200632,2021,8,10,3,3,6,7,0,0,1,1,0,0,0,0,785389,8169,5828073,951
214360,11,4,4300620,2021,7,9,3,3,6,4,0,1,0,1,0,0,0,0,793540,1041,5827710,182
214359,11,1,1401048,2021,8,22,7,3,0,7,2,0,1,0,0,0,0,1,795639,1744,5831132,52
214358,11,3,3400725,2021,7,7,6,3,0,1,0,0,1,0,0,0,0,0,799885,9774,5835613,736
214357,11,1,1100415,2021,7,23,6,3,1,5,2,1,0,0,0,0,1,1,798322,7873,5829355,527
214356,11,8,8300934,2021,7,6,5,3,5,2,0,0,1,0,0,0,0,0,803148,616,5818434,682
214355,11,11,11200513,2021,8,10,6,3,6,4,0,0,1,1,0,0,0,0,804502,1303,5830971,829
214354,11,8,8100419,2021,8,15,2,3,5,2,0,1,1,0,0,0,0,0,802028,444,5824302,69
214353,11,9,9200819,2021,8,19,6,3,0,5,0,1,0,0,0,0,0,1,810491,318,5820154,455
214352,11,8,8100206,2021,8,19,4,3,5,7,0,0,1,0,1,0,0,0,800390,9441,5824093,94
214351,11,2,2500728,2021,8,16,2,3,6,4,0,0,1,1,0,0,0,0,802897,3715,5827852,305
214350,11,6,6300634,2021,7,17,4,3,0,6,0,1,1,0,0,0,0,0,791941,5767,5819046,21
214349,11,2,2100104,2021,8,9,2,3,5,2,0,1,1,0,0,0,0,0,799292,6943,5826222,56
214348,11,6,6300524,2021,7,0,7,3,1,5,2,0,1,0,0,1,0,1,787528,8877,5817090,51
214347,11,10,10400939,2021,8,16,6,3,6,2,0,0,1,1,0,0,0,0,813016,4278,5827638,44
214346,11,4,4501148,2021,8,20,2,3,0,1,2,0,0,0,1,0,0,1,792847,8648,5823225,817
