OBJECTID,LAND,BEZ,LOR,STRASSE,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
202209,11,9,9051901,Dammvorstadt,9501941,2018,6,11,4,3,2,6,0,0,1,0,0,0,0,0,812056,7929,5821164,598
202210,11,12,12214125,Waldidyll/Flughafensee,12200412,2018,6,15,7,2,5,2,0,0,1,0,1,0,0,0,791166,5215,5834027,311
202211,11,7,7010102,Nollendorfplatz,7100102,2018,6,11,4,2,5,3,0,0,1,0,0,0,0,0,794955,3641,5825403,982
202212,11,4,4030620,Alt-Lietzow,4300619,2018,6,10,4,3,5,2,0,0,1,0,0,0,0,0,791856,6244,5827445,427
202213,11,12,12103116,Hausotterplatz,12100102,2018,6,13,7,2,1,5,0,1,1,0,0,0,0,0,796734,6627,5833372,434
202214,11,7,7030301,Friedenau,7300517,2018,6,10,4,2,5,2,0,0,1,0,1,0,0,0,794238,9431,5822031,659
202215,11,4,4051445,Eisenzahnstra�e,4500939,2018,6,13,7,3,3,6,0,0,1,0,0,0,1,0,791980,6152,5824026,511
202216,11,8,8010117,Schillerpromenade,8100102,2018,6,23,7,3,2,6,2,0,1,0,0,0,0,1,800543,3299,5823348,724
202217,11,5,5010207,Darbystra�e                                                                                         ,5100209,2018,6,12,7,3,5,6,0,0,1,0,1,0,0,0,783188,4412,5830805,605
202218,11,8,8010405,Hertzbergplatz,8100418,2018,6,10,4,3,5,3,0,0,1,0,1,0,0,0,802007,3472,5823893,773
202219,11,3,3030715,Heinersdorf,3300516,2018,6,10,4,3,5,3,0,1,1,0,0,0,0,0,801099,7741,5834687,1
202220,11,7,7030302,Cecilieng�rten,7300618,2018,6,10,4,3,5,2,0,1,1,0,0,0,0,0,794425,71,5821929,741
202221,11,4,4030827,Karl-August-Platz,4300623,2018,6,11,7,3,0,7,0,0,0,0,1,0,0,1,792737,2483,5826401,878
202222,11,9,9031101,Gr�nau,9301126,2018,6,10,4,3,1,7,0,0,1,0,0,0,0,0,811929,177,5816701,139
202223,11,1,1011302,Oranienburger Stra�e                                                                                ,1100309,2018,6,9,4,3,1,5,0,1,1,0,0,0,0,0,798332,5949,5828664,827
202224,11,9,9041403,Allende II,9401433,2018,6,11,7,3,5,2,0,1,1,0,0,0,0,0,812470,3896,5819762,849
202225,11,1,1044203,Leopoldplatz,1401048,2018,6,9,4,3,2,6,0,0,1,0,0,0,0,0,795194,7868,5831364,592
202226,11,11,11020412,Hauptstra�e,11200411,2018,6,13,2,3,2,6,0,0,1,0,0,0,0,0,805147,837,5831597,252
202227,11,8,8020619,Buschkrugallee Nord,8200623,2018,6,8,4,3,5,2,0,1,1,0,0,0,0,0,801558,9963,5820648,947
202228,11,11,11030720,Herzbergstra�e,11300721,2018,6,10,7,3,6,7,0,1,0,1,0,0,0,0,804183,298,5829857,719
202229,11,1,1011302,Oranienburger Stra�e                                                                                ,1100309,2018,6,18,4,3,0,1,0,1,0,0,0,0,0,0,798637,3795,5828455,582
202230,11,3,3040614,Pankow Zentrum                                                                                      ,3400723,2018,6,10,7,3,1,5,0,1,1,0,0,0,0,0,798844,3619,5833227,746
202231,11,2,2030301,Oranienplatz,2300314,2018,6,9,7,2,1,5,0,1,1,0,0,0,0,0,800035,9433,5825931,405
202232,11,1,1011301,Charit�viertel,1100308,2018,6,8,4,3,1,5,0,1,1,0,0,0,0,0,797063,341,5828823,663
202233,11,9,9010401,Johannisthal West,9100407,2018,6,8,4,3,5,5,0,1,1,0,0,0,0,0,806195,6404,5821032,354
202234,11,3,3050919,Gustav-Adolf-Stra�e,3500932,2018,6,8,7,3,5,2,0,0,1,0,0,0,0,0,802067,238,5832775,202
202235,11,5,5020626,Adamstra�e                                                                                          ,5200630,2018,6,7,4,3,2,6,0,0,1,0,0,0,0,0,784091,5275,5827387,151
202236,11,1,1033102,Gesundbrunnen,1300733,2018,6,1,6,3,5,5,2,0,1,0,0,0,0,0,797189,4569,5831883,53
202237,11,8,8010117,Schillerpromenade,8100102,2018,6,19,1,2,5,3,1,1,1,0,0,0,0,1,800526,7407,5823369,238
202238,11,7,7010104,Dennewitzplatz,7100206,2018,6,22,7,3,5,3,2,1,1,0,0,0,0,1,796256,9413,5824303,485
202239,11,4,4051447,Ludwigkirchplatz,4501044,2018,6,15,6,3,2,6,0,1,1,0,0,0,0,0,793362,189,5825199,337
202240,11,10,10010207,Marzahner Promenade,10100210,2018,6,7,4,3,5,3,0,0,1,0,0,0,1,0,808252,2976,5831733,369
202241,11,2,2030302,Lausitzer Platz,2300316,2018,6,0,6,3,1,5,2,1,1,0,0,0,0,0,801392,5581,5826023,945
202242,11,1,1033101,Soldiner Stra�e                                                                                     ,1300731,2018,6,6,4,3,5,3,0,0,1,0,0,0,1,0,796943,323,5833094,773
202243,11,4,4041343,Binger Stra�e,4400834,2018,6,8,2,3,5,2,0,1,0,0,0,0,1,0,792684,917,5823088,318
202244,11,12,12304314,Ziekowstra�e/Freie Scholle,12500824,2018,6,14,6,3,6,4,0,0,0,1,0,0,1,0,790543,4387,5835346,474
202245,11,5,5010310,Eckschanze,5100312,2018,6,15,3,3,5,2,0,1,1,0,0,0,0,0,784764,2107,5830468,555
202246,11,4,4051446,Preu�enpark,4501043,2018,6,17,6,3,5,2,0,1,1,0,0,0,0,0,792589,308,5824847,48
202247,11,9,9020802,K�llnische Vorstadt                                                                                 ,9200819,2018,6,17,6,3,5,3,0,1,1,0,0,0,0,0,810132,947,5820413,985
202248,11,2,2020206,Graefekiez,2200212,2018,6,9,3,3,1,6,0,1,1,0,0,0,1,0,799298,6103,5824562,432
202249,11,9,9020701,Adlershof West,9200715,2018,6,18,6,3,5,7,0,0,1,0,1,0,0,0,808534,2409,5818095,478
202250,11,1,1011203,Unter den Linden S�d,1100206,2018,6,14,3,2,2,2,0,1,0,0,0,1,0,0,797539,1002,5827529,835
202251,11,4,4010103,Paul-Hertz-Siedlung,4100102,2018,6,19,6,3,3,6,0,0,1,0,0,0,0,0,791206,6046,5829134,713
202252,11,6,6030609,Augustaplatz,6300633,2018,6,15,3,3,5,3,0,1,1,0,0,0,0,0,792633,2546,5818160,149
202253,11,2,2010103,Moritzplatz,2100104,2018,6,22,6,3,2,6,2,0,1,0,0,0,0,0,799234,5971,5826243,42
202254,11,4,4020314,Messegel�nde,4200311,2018,6,17,1,3,2,6,0,0,1,0,0,0,0,0,790396,62,5825612,16
202255,11,9,9041402,Siedlung K�mmereiheide,9401432,2018,6,16,3,2,5,3,0,1,1,0,0,0,0,0,812147,601,5820401,371
202256,11,12,12214424,Scharnweberstra�e                                                                                   ,12200411,2018,6,22,6,3,1,1,2,0,1,0,0,0,1,0,792450,8768,5832554,479
202257,11,7,7070704,Nahariyastra�e                                                                                      ,7601545,2018,6,7,7,3,0,1,0,0,0,0,1,0,0,0,800299,2736,5813705,511
202258,11,1,1011303,Alexanderplatzviertel,1100310,2018,6,15,5,3,0,6,0,0,1,0,1,0,0,0,799073,643,5827586,457
202259,11,4,4051446,Preu�enpark,4501043,2018,6,3,5,3,6,4,2,0,1,1,0,0,0,0,792684,1997,5825302,61
202260,11,1,1011303,Alexanderplatzviertel,1100310,2018,6,12,6,3,5,2,0,1,1,0,0,0,0,0,799226,8118,5828466,728
202261,11,4,4041136,Hagenplatz,4400728,2018,6,9,5,3,5,2,0,1,0,0,0,0,1,0,790696,7052,5822696,959
202262,11,1,1011401,Invalidenstra�e                                                                                     ,1100415,2018,7,4,2,2,0,1,1,1,0,0,0,0,0,0,797960,131,5829309,693
202263,11,8,8020619,Buschkrugallee Nord,8200623,2018,6,23,5,3,2,6,2,0,1,0,0,0,0,0,801463,5745,5820930,958
202264,11,6,6040806,Fischtal,6400840,2018,6,9,6,3,5,3,0,1,1,0,0,0,0,0,788775,1429,5819813,166
202265,11,3,3071536,Teutoburger Platz,3701554,2018,6,19,7,3,5,3,0,0,1,0,1,0,0,0,799164,9208,5830267,205
202266,11,4,4030620,Alt-Lietzow,4300619,2018,6,22,5,3,6,4,2,1,0,1,0,0,0,0,792397,3271,5827193,7
202267,11,6,6040702,D�ppel,6400736,2018,6,22,5,3,9,1,2,0,0,0,0,0,1,0,787233,8761,5816538,403
202268,11,9,9010201,Am Treptower Park S�d,9100202,2018,6,16,6,3,5,2,0,1,1,0,0,0,0,0,803072,108,5824589,288
202269,11,4,4030417,Schlo�stra�e,4300414,2018,6,20,5,2,5,2,1,0,1,0,0,0,0,0,790850,872,5826736,8
202270,11,3,3071537,Kollwitzplatz,3701556,2018,6,20,5,3,5,5,0,1,1,0,0,0,0,0,799491,6541,5829708,209
202271,11,1,1022106,Elberfelder Stra�e                                                                                  ,1200522,2018,6,19,5,3,5,7,0,0,1,0,1,0,0,0,794367,6231,5828368,422
202272,11,5,5010209,An der Kappe,5100211,2018,7,14,1,3,0,3,0,0,0,0,1,0,1,0,781894,6962,5829478,356
202273,11,8,8010211,Flughafenstra�e,8100206,2018,6,19,5,3,1,5,0,0,1,0,1,0,0,0,800385,5319,5824112,879
202274,11,2,2050602,Samariterviertel,2500728,2018,6,19,5,3,5,3,0,1,1,0,0,0,0,0,803138,5886,5828303,43
202275,11,6,6040809,Thielallee,6400843,2018,6,10,6,3,5,3,0,1,1,0,0,0,0,0,791392,9685,5819337,374
202276,11,9,9020802,K�llnische Vorstadt                                                                                 ,9200819,2018,6,8,5,3,5,3,0,1,1,0,0,0,0,0,810173,2395,5819673,235
202277,11,2,2020204,Urbanstra�e,2200210,2018,7,18,1,3,5,2,0,1,1,0,0,0,0,0,798699,5898,5824703,73
202278,11,5,5010209,An der Kappe,5100211,2018,6,18,5,3,0,7,0,0,0,0,1,0,0,0,782755,4238,5829413,9
202279,11,5,5030832,Rohrdamm,5300841,2018,6,9,6,3,5,3,0,1,1,0,0,0,0,0,789489,5976,5829420,834
202280,11,8,8030830,Gropiusstadt S�d,8300935,2018,6,18,7,3,5,2,0,1,1,0,0,0,0,0,802281,2474,5817839,22
202281,11,7,7020204,Sch�neberger Insel,7200413,2018,6,13,5,3,0,6,0,1,1,0,0,0,0,0,796015,9786,5823524,37
202282,11,7,7010104,Dennewitzplatz,7100205,2018,6,7,5,3,6,4,0,1,0,1,0,0,0,0,796135,349,5824953,738
202283,11,7,7010102,Nollendorfplatz,7100102,2018,6,18,6,3,5,3,0,0,1,0,0,0,0,0,794957,23,5825403,897
202284,11,2,2030302,Lausitzer Platz,2300315,2018,6,2,5,3,5,2,2,1,1,0,0,0,0,0,800418,5288,5825786,541
202285,11,1,1011401,Invalidenstra�e                                                                                     ,1100415,2018,7,16,2,3,0,1,0,1,0,0,0,0,0,0,798305,8796,5829373,458
202286,11,4,4051551,Brabanter Platz,4501148,2018,6,19,5,3,5,2,0,1,1,0,0,0,0,0,793330,8158,5823565,372
202287,11,8,8010115,Hasenheide,8100102,2018,6,16,6,3,0,7,0,0,0,0,1,0,0,0,799850,9761,5823654,791
202288,11,1,1011306,Heine-Viertel Ost,1100313,2018,6,18,5,2,2,2,0,1,1,0,0,0,0,0,800477,6169,5826698,821
202289,11,9,9020802,K�llnische Vorstadt                                                                                 ,9200819,2018,7,12,1,3,2,2,0,0,1,0,0,0,0,0,810468,6509,5820267,506
202290,11,1,1044201,Reinickendorfer Stra�e                                                                              ,1401044,2018,6,18,5,3,5,2,0,0,1,0,1,0,0,0,796054,63,5831350,48
202291,11,4,4020311,Reichsstra�e,4200310,2018,6,13,7,2,5,3,0,1,1,0,0,0,0,0,789491,401,5826789,295
202292,11,9,9020701,Adlershof West,9200715,2018,6,18,5,3,5,2,0,1,1,0,0,0,0,0,809326,5063,5818519,849
202293,11,5,5040936,J�gerallee,5400943,2018,6,17,7,3,1,5,0,0,1,0,1,0,0,0,780125,1676,5819859,76
202294,11,3,3061126,Arnimplatz,3601141,2018,6,18,5,3,5,3,0,0,1,0,1,0,0,0,798990,1716,5831790,127
202295,11,7,7050501,Rathausstra�e                                                                                       ,7501030,2018,6,15,6,3,6,4,0,0,1,1,0,0,0,0,797840,147,5820425,482
202296,11,6,6020302,Komponistenviertel Lankwitz,6200312,2018,6,17,5,3,5,3,0,1,0,0,0,0,0,0,795328,82,5819314,26
202297,11,3,3061131,Falkplatz,3601142,2018,7,11,2,3,6,4,0,0,1,1,0,0,0,0,799180,4787,5830743,248
202298,11,11,11051332,Karlshorst S�d,11501341,2018,6,8,5,3,5,3,0,1,1,0,0,0,0,0,806274,78,5824475,81
202299,11,6,6020409,K�nigsberger Stra�e                                                                                 ,6200421,2018,6,17,6,3,5,2,0,0,1,0,1,0,0,0,793962,7162,5818662,528
202300,11,6,6020409,K�nigsberger Stra�e                                                                                 ,6200421,2018,7,14,1,2,5,2,0,0,1,0,0,0,0,0,793305,3273,5816954,954
202301,11,12,12214125,Waldidyll/Flughafensee,12200412,2018,6,16,5,3,5,2,0,0,1,0,0,0,0,0,791283,5286,5834134,95
202302,11,6,6040701,Wannsee,6400735,2018,6,10,7,2,0,2,0,1,0,0,0,0,1,0,784166,7749,5816182,898
202303,11,6,6020408,Lichterfelde S�d                                                                                    ,6200420,2018,6,16,5,3,5,3,0,0,1,0,0,0,0,0,792986,467,5816557,742
202304,11,12,12302211,L�barser Stra�e,12601031,2018,6,13,6,3,5,2,0,0,1,0,1,0,0,0,793077,756,5836901,132
202305,11,5,5010314,Carl-Schurz-Stra�e                                                                                  ,5100316,2018,6,15,5,3,5,5,0,0,1,0,1,0,0,0,784073,8876,5829018,422
202306,11,1,1011202,Unter den Linden Nord,1100206,2018,7,7,2,3,2,2,0,0,1,0,0,0,0,0,797197,9158,5827499,29
202307,11,12,12214527,Alt-Tegel,12200515,2018,6,15,5,3,1,5,0,1,1,0,0,0,0,0,789649,1866,5834659,745
202308,11,5,5020524,Weinmeisterhornweg,5200528,2018,6,8,6,3,2,6,0,0,1,0,0,0,0,0,783898,902,5826589,655
202309,11,3,3030716,M�rchenland,3300517,2018,6,15,6,3,5,7,0,0,1,0,1,0,0,0,803370,774,5834052,227
202310,11,2,2020203,Viktoriapark,2200209,2018,6,15,5,3,6,4,0,0,0,1,1,0,0,0,797639,6127,5824022,439
202311,11,1,1011105,N�rdlicher Landwehrkanal                                                                            ,1100102,2018,7,8,2,2,5,2,0,1,1,0,0,0,0,0,796036,1981,5826691,698
202312,11,11,11051330,Karlshorst West,11501339,2018,6,9,5,3,5,3,0,0,1,0,0,0,1,0,806564,32,5824932,691
202313,11,1,1022206,L�neburger Stra�e                                                                                   ,1200628,2018,6,8,6,3,0,7,0,0,0,1,0,0,1,0,795510,7339,5828200,476
202314,11,9,9051901,Dammvorstadt,9501939,2018,7,3,1,2,6,4,2,0,1,1,0,0,0,0,811046,6897,5821864,618
202315,11,3,3010102,Buch,3100103,2018,6,8,5,3,3,6,0,1,1,0,0,0,0,0,804552,5276,5840881,31
202316,11,4,4030725,Amtsgerichtsplatz,4300416,2018,6,4,7,3,1,5,0,1,1,0,0,0,0,0,791657,7356,5826339,162
202317,11,1,1033201,Brunnenstra�e                                                                                       ,1300834,2018,6,15,5,2,3,5,0,0,0,0,1,0,1,0,797878,8737,5830799,598
202318,11,4,4051445,Eisenzahnstra�e,4500939,2018,6,14,5,3,5,3,0,1,1,0,0,0,0,0,791987,7325,5824745,411
202319,11,1,1011204,Leipziger Stra�e                                                                                    ,1100207,2018,6,6,6,3,5,3,0,0,1,0,0,0,1,0,797851,19,5826962,243
202320,11,6,6030504,Teltower Damm,6300528,2018,6,14,5,3,6,2,0,0,1,1,0,0,0,0,789879,464,5816546,57
202321,11,3,3040818,Pankow S�d                                                                                          ,3400830,2018,7,20,1,3,0,3,1,0,1,0,0,0,1,0,799252,5267,5833212,41
202322,11,2,2040701,Andreasviertel,2400623,2018,6,14,5,3,2,2,0,0,1,0,0,0,1,0,800584,5598,5827021,37
202323,11,4,4031032,Halensee,4500937,2018,6,8,6,3,5,2,0,1,0,0,0,1,0,0,791583,742,5825109,905
202324,11,1,1022201,Stephankiez,1200623,2018,6,18,7,3,5,2,0,0,1,0,0,0,0,0,795433,4173,5829534,77
202325,11,1,1022102,Beusselkiez,1200518,2018,6,13,5,3,3,6,0,1,0,0,0,0,1,0,793367,9018,5828533,423
202326,11,1,1022207,Hansaviertel,1200629,2018,6,17,6,3,5,2,0,1,1,0,0,0,0,0,794553,2272,5827500,464
202327,11,2,2030301,Oranienplatz,2300314,2018,6,22,7,3,6,7,1,1,0,1,0,0,0,0,800021,31,5825734,179
202328,11,12,12214527,Alt-Tegel,12200515,2018,6,13,5,3,2,6,0,0,1,0,0,1,0,0,790353,5566,5834891,877
202329,11,2,2050602,Samariterviertel,2500727,2018,6,12,5,3,1,5,0,0,1,0,0,0,0,0,802146,709,5828023,743
202330,11,8,8010211,Flughafenstra�e,8100206,2018,6,7,6,3,6,7,0,0,1,1,0,0,0,0,800781,1215,5823816,279
202331,11,12,12301205,Waidmannslust,12500928,2018,6,7,5,3,0,1,0,1,0,0,0,0,0,0,792092,2474,5837114,175
202332,11,6,6040703,Nikolassee,6400737,2018,6,12,5,3,1,5,0,1,1,0,0,0,0,0,784942,5749,5817732,939
202333,11,4,4051445,Eisenzahnstra�e,4500939,2018,6,8,5,3,1,5,0,1,1,0,0,0,0,0,792249,4613,5824892,996
202334,11,5,5030731,Gartenfelder Stra�e                                                                                 ,5300737,2018,7,16,1,3,0,1,0,0,1,0,0,0,0,0,786996,3796,5829458,702
202335,11,9,9051702,B�lschestra�e,9501737,2018,6,9,5,2,2,2,0,1,1,0,0,0,0,0,813695,3007,5820736,71
202336,11,7,7010102,Nollendorfplatz,7100103,2018,6,8,6,3,5,3,0,1,0,0,0,0,0,0,795714,1024,5825463,395
202337,11,12,12214422,Klixstra�e                                                                                          ,12200310,2018,6,18,7,3,3,2,0,0,1,0,1,0,0,0,792338,5451,5833919,247
202338,11,4,4020311,Reichsstra�e,4200310,2018,6,9,5,3,6,7,0,0,1,1,0,0,0,0,789144,7607,5826918,33
202339,11,12,12214422,Klixstra�e                                                                                          ,12200310,2018,6,19,4,3,3,2,0,0,1,0,0,0,0,0,792182,9606,5832944,882
202340,11,2,2020206,Graefekiez,2200213,2018,6,20,6,2,5,3,0,1,1,0,0,0,0,0,799787,3119,5824820,129
202341,11,4,4030725,Amtsgerichtsplatz,4300416,2018,6,20,4,3,2,6,0,0,1,0,0,0,0,0,791567,45,5826518,119
202342,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,7,13,2,3,6,7,0,0,1,1,0,0,0,0,796710,1569,5831146,184
202343,11,4,4051549,Rathaus Wilmersdorf,4501146,2018,6,19,4,3,5,2,0,1,0,0,0,0,0,0,792850,3265,5824095,729
202344,11,8,8020728,Buckow Ost,8200833,2018,6,8,6,3,6,2,0,0,1,1,0,0,0,0,801978,8157,5817598,535
202345,11,7,7030301,Friedenau,7300517,2018,6,7,4,3,7,7,0,1,0,0,0,0,0,0,794058,3648,5822610,414
202346,11,11,11051229,Rummelsburg,11501238,2018,6,18,4,3,2,6,0,1,1,0,0,0,0,0,805593,9,5824318,156
202347,11,9,9020702,Adlershof Ost,9200716,2018,6,8,6,3,5,2,0,0,1,0,1,0,0,0,809016,7934,5818880,97
202348,11,9,9020802,K�llnische Vorstadt                                                                                 ,9200819,2018,6,16,4,2,5,2,0,0,0,0,1,0,1,0,809790,4843,5820497,595
202349,11,8,8020619,Buschkrugallee Nord,8200622,2018,7,14,1,3,0,1,0,0,0,0,1,0,0,0,801223,6524,5821671,13
202350,11,2,2010104,Wassertorplatz,2100106,2018,6,21,4,3,5,3,1,0,1,0,0,0,0,0,798595,7647,5825582,826
202351,11,7,7020203,Kaiser-Wilhelm-Platz,7200409,2018,6,16,7,3,3,6,0,1,1,0,0,0,0,0,795603,4158,5824206,394
202352,11,9,9041601,M�ggelheim,9401635,2018,6,20,4,3,2,2,0,1,1,0,0,0,0,0,816578,1068,5817455,773
202353,11,11,11051331,Karlshorst Nord,11501340,2018,6,15,6,3,5,2,0,0,1,0,0,0,0,0,807275,7611,5824566,661
202354,11,9,9010301,Baumschulenstra�e,9100304,2018,6,20,4,3,1,5,0,0,1,0,0,0,1,0,804482,8868,5821878,148
202355,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,7,9,2,2,5,7,0,0,1,0,0,0,0,0,796525,1871,5829889,733
202356,11,8,8041037,Alt-Rudow,8401243,2018,6,20,4,3,5,7,0,1,1,0,0,0,0,0,804991,4829,5817755,144
202357,11,11,11051332,Karlshorst S�d,11501341,2018,6,7,6,3,3,6,0,1,1,0,0,0,0,0,806049,7814,5824456,803
202358,11,10,10010102,Havemannstra�e                                                                                      ,10100102,2018,7,13,1,2,0,2,0,1,1,0,0,0,0,0,809484,1071,5834643,595
202359,11,4,4051655,Babelsberger Stra�e,4501153,2018,6,20,4,3,3,6,0,1,1,0,0,0,0,0,794199,9388,5823506,69
202360,11,5,5010314,Carl-Schurz-Stra�e                                                                                  ,5100316,2018,6,9,7,3,0,5,0,0,1,0,1,0,0,0,784660,5364,5828833,503
202361,11,8,8010510,Gewerbegebiet K�llnische Heide,8100521,2018,7,7,1,3,5,2,0,0,1,0,0,0,0,0,802710,615,5822115,331
202362,11,8,8010117,Schillerpromenade,8100103,2018,6,19,4,3,5,7,0,0,1,0,1,0,0,0,800548,55,5822881,731
202363,11,7,7030303,Grazer Platz,7300619,2018,6,12,7,3,5,7,0,1,1,0,0,0,0,0,795021,297,5822042,174
202364,11,3,3050920,Wei�er See,3500933,2018,6,10,4,3,0,3,0,0,1,0,1,0,0,0,801536,9907,5831849,651
202365,11,1,1011306,Heine-Viertel Ost,1100313,2018,6,14,6,3,1,5,0,1,1,0,0,0,0,0,799610,807,5826635,683
202366,11,10,10010206,Ringkolonnaden,10100208,2018,6,19,4,3,5,3,0,1,1,0,0,0,0,0,809406,4386,5832232,63
202367,11,11,11030618,Fennpfuhl West,11300617,2018,7,8,2,3,5,2,0,1,1,0,0,0,0,0,802569,2607,5829283,837
202368,11,9,9030901,Dorf Altglienicke,9300920,2018,6,19,4,3,5,3,0,1,1,0,0,0,0,0,808272,722,5817139,222
202369,11,9,9052001,K�penick Nord                                                                                       ,9502043,2018,6,8,6,3,5,7,0,1,1,0,0,0,0,0,809220,1067,5823019,439
202370,11,4,4020310,Park Ruhwald,4200308,2018,7,19,1,2,5,3,0,0,1,0,0,0,1,0,790357,8802,5827320,831
202371,11,8,8010301,Reuterkiez,8100312,2018,6,19,4,3,3,6,0,1,0,0,0,1,0,0,801254,8962,5824042,79
202372,11,2,2010103,Moritzplatz,2100104,2018,6,0,7,3,5,3,2,1,1,0,0,0,0,0,799300,6396,5826181,583
202373,11,12,12302110,Dannenwalder Weg,12601235,2018,6,18,4,3,6,2,0,0,1,1,0,0,0,0,795277,38,5836377,972
202374,11,5,5030730,Zitadellenweg,5300736,2018,6,18,4,3,5,3,0,1,1,0,0,0,0,0,786924,7187,5829323,85
202375,11,2,2020206,Graefekiez,2200212,2018,6,10,6,3,4,6,0,1,0,0,0,0,0,0,799550,986,5824524,335
202376,11,3,3061332,Helmholtzplatz,3601346,2018,6,17,4,3,5,2,0,0,1,0,1,0,0,0,799559,6304,5831055,395
202377,11,4,4030621,Spreestadt,4300620,2018,7,19,1,3,5,7,0,1,1,0,0,0,0,0,793378,3972,5827848,673
202378,11,8,8020727,Buckow Mitte,8200832,2018,6,16,4,3,5,2,0,0,1,0,1,0,0,0,800476,4902,5816678,681
202379,11,11,11030720,Herzbergstra�e,11300721,2018,6,12,6,3,2,6,0,0,1,0,0,0,0,0,805510,1866,5830037,466
202380,11,1,1011202,Unter den Linden Nord,1100206,2018,6,16,4,3,5,3,0,1,1,0,0,0,0,0,797535,7567,5827548,77
202381,11,6,6020302,Komponistenviertel Lankwitz,6200312,2018,7,7,2,3,5,2,0,1,1,0,0,0,0,0,794100,3566,5818814,571
202382,11,2,2010104,Wassertorplatz,2100106,2018,6,16,4,3,5,3,0,1,1,0,0,0,0,0,798583,6172,5825577,533
202383,11,10,10020415,Hellersdorfer Promenade,10200422,2018,6,7,6,3,5,3,0,1,1,0,0,0,0,0,812437,2567,5831416,48
202384,11,2,2010103,Moritzplatz,2100104,2018,6,20,7,3,5,2,0,1,1,0,0,0,0,0,798837,2327,5826145,28
202385,11,6,6040810,Dahlem,6400844,2018,6,17,4,3,5,2,0,1,1,0,0,0,0,0,792354,6084,5820817,56
202386,11,4,4041239,Stadion Wilmersdorf,4400830,2018,6,15,4,3,0,2,0,1,0,0,0,0,1,0,792351,9934,5823118,657
202387,11,3,3010104,Lietzengraben,3100101,2018,6,15,6,2,2,6,0,1,0,0,0,0,1,0,801306,7637,5839034,52
202388,11,8,8010301,Reuterkiez,8100312,2018,6,17,4,3,2,2,0,1,1,0,0,0,0,0,801552,9952,5824024,607
202389,11,6,6030504,Teltower Damm,6300528,2018,6,15,4,3,2,2,0,0,1,0,0,0,0,0,790839,7806,5817584,922
202390,11,3,3030711,Blankenburg,3300515,2018,6,18,4,2,2,6,0,0,1,0,0,0,0,0,802068,3164,5835497,33
202391,11,8,8020619,Buschkrugallee Nord,8200623,2018,7,15,1,3,2,6,0,0,1,0,0,0,0,0,802480,4176,5820699,587
202392,11,1,1033203,Humboldthain Nordwest                                                                               ,1300836,2018,6,19,4,3,0,1,0,0,0,0,0,0,1,0,796337,5744,5830720,42
202393,11,7,7030303,Grazer Platz,7300619,2018,6,17,7,3,2,6,0,0,1,0,0,0,0,0,796037,2919,5822832,302
202394,11,7,7040403,Manteuffelstra�e                                                                                    ,7400823,2018,6,14,4,3,5,2,0,1,1,0,0,0,0,0,797340,1004,5821871,175
202395,11,4,4051448,Schaperstra�e,4501045,2018,6,14,4,3,2,7,0,0,1,0,1,0,0,0,793912,8838,5825462,707
202396,11,12,12224230,Heiligensee,12400617,2018,6,7,6,3,5,3,0,1,1,0,0,0,0,0,786448,4837,5837595,872
202397,11,5,5010206,G�tersloher Weg,5100208,2018,6,18,7,3,5,3,0,1,1,0,0,0,0,0,782104,3602,5830164,166
202398,11,12,12231102,Frohnau,12400721,2018,6,14,4,3,6,2,0,0,1,1,0,0,0,0,790288,6746,5840142,45
202399,11,8,8010301,Reuterkiez,8100310,2018,6,13,4,3,3,6,0,1,1,0,0,0,0,0,800932,395,5824979,189
202400,11,8,8010118,Silbersteinstra�e,8100104,2018,6,18,6,2,6,4,0,0,1,1,0,0,0,0,800841,9963,5822545,817
202401,11,5,5010101,Hakenfelde Nord,5100103,2018,6,13,4,3,0,7,0,1,0,0,0,0,0,0,785276,549,5832321,168
202402,11,9,9052001,K�penick Nord                                                                                       ,9502043,2018,7,14,2,3,6,4,0,0,0,1,1,0,0,0,810908,6385,5822243,231
202403,11,2,2020203,Viktoriapark,2200209,2018,6,13,4,3,5,2,0,1,1,0,0,0,0,0,797109,7478,5824485,424
202404,11,1,1022202,Heidestra�e                                                                                         ,1200624,2018,6,6,6,3,5,2,0,1,1,0,0,0,0,0,795669,3183,5829732,225
202405,11,9,9052001,K�penick Nord                                                                                       ,9502042,2018,6,13,4,3,6,7,0,0,1,1,0,0,0,0,811132,8,5821964,266
202406,11,9,9030903,K�lner Viertel,9300923,2018,7,13,1,3,2,2,0,0,1,0,0,0,0,0,808751,225,5815573,72
202407,11,5,5010314,Carl-Schurz-Stra�e                                                                                  ,5100317,2018,7,18,3,3,5,2,0,0,0,0,1,0,1,0,785341,3514,5828607,746
202408,11,5,5020419,Magistratsweg,5200423,2018,6,13,4,3,0,7,0,1,0,0,0,0,0,0,781917,6594,5828250,306
