OBJECTID,LAND,BEZ,LOR,LOR_ab_2021,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
139935,11,11,11030720,11300721,2020,6,11,2,3,2,6,0,0,1,0,1,0,0,0,806113,7925,5830141,763
139936,11,6,6030502,6300525,2020,6,14,6,3,5,3,0,1,1,0,0,0,0,0,790289,1603,5814823,79
139937,11,6,6030607,6300631,2020,6,11,4,3,9,1,0,0,0,0,1,0,0,0,792521,1735,5816455,833
139938,11,4,4030931,4501042,2020,6,11,2,3,3,6,0,1,0,0,0,0,1,0,794037,358,5826212,945
139939,11,4,4030519,4300518,2020,6,14,6,3,5,3,0,0,1,0,0,0,0,0,791337,8783,5828707,921
139940,11,1,1011301,1100308,2020,6,11,4,3,0,1,0,1,0,0,0,0,0,0,797508,4603,5828784,196
139941,11,4,4051655,4501153,2020,6,13,6,3,0,1,0,0,0,0,1,0,0,0,794341,8541,5823921,828
139942,11,5,5010314,5100317,2020,6,14,2,3,0,1,0,0,0,0,1,0,0,0,785346,5025,5828611,763
139943,11,9,9020802,9200819,2020,6,13,6,2,0,2,0,0,1,0,0,0,1,0,810076,2062,5820412,743
139944,11,12,12214422,12200310,2020,6,17,4,2,5,3,0,0,1,0,1,0,0,0,792304,6645,5833695,42
139945,11,1,1044101,1400937,2020,6,19,1,3,5,3,0,1,1,0,0,0,0,0,793819,5418,5831769,373
139946,11,8,8041035,8401241,2020,6,17,3,3,1,5,0,1,1,0,0,0,0,0,804228,1443,5819180,61
139947,11,1,1011303,1100310,2020,6,9,2,3,0,1,0,1,0,0,0,0,0,0,799592,2688,5828711,3
139948,11,4,4010103,4100102,2020,6,10,6,3,0,1,0,0,0,0,1,0,0,0,791132,13,5829138,44
139949,11,11,11010310,11100309,2020,6,13,7,3,3,6,0,0,0,0,1,1,0,1,805493,9738,5833375,904
139950,11,3,3071639,3701660,2020,6,9,4,3,6,7,0,1,0,1,0,0,0,0,800752,66,5829482,211
139951,11,6,6010208,6100208,2020,6,18,5,3,0,6,0,0,1,0,1,0,0,0,794734,2573,5820096,157
139952,11,9,9051801,9501838,2020,6,15,1,3,5,2,0,1,1,0,0,0,0,0,818407,6881,5820624,738
139953,11,9,9031001,9301025,2020,6,10,6,3,5,3,0,0,1,0,0,1,0,0,809888,2428,5815220,841
139954,11,7,7010102,7100103,2020,6,12,4,3,3,6,0,1,0,0,0,0,0,0,795733,3139,5825649,92
139955,11,4,4030621,4300620,2020,6,19,5,3,1,7,0,0,1,0,1,0,0,0,793365,6457,5827871,415
139956,11,3,3010102,3100102,2020,6,14,2,3,0,3,0,0,1,0,1,0,0,0,804671,926,5841372,532
139957,11,11,11030721,11300722,2020,6,9,6,3,3,6,0,1,1,0,0,0,0,0,803851,894,5828355,952
139958,11,2,2040703,2400625,2020,6,14,4,3,2,6,0,0,1,0,0,0,0,0,801558,786,5826339,817
139959,11,9,9041601,9401635,2020,6,16,3,3,2,3,0,1,1,0,0,0,1,0,817046,3864,5817053,964
139960,11,6,6030608,6300632,2020,6,21,2,2,0,1,1,0,0,0,1,0,0,0,791586,6001,5816746,366
139961,11,1,1044101,1400938,2020,6,7,6,3,6,4,0,0,1,1,0,0,0,0,794262,9064,5831248,37
139962,11,7,7010101,7100101,2020,6,11,7,3,0,7,0,0,0,1,0,0,1,0,794638,338,5825746,104
139963,11,12,12214125,12200412,2020,6,7,4,2,0,7,0,0,1,0,0,0,0,0,789408,4371,5833411,246
139964,11,3,3050924,3500935,2020,6,20,5,3,7,7,0,1,0,0,0,0,0,0,801532,1666,5831429,64
139965,11,9,9020802,9200819,2020,6,17,1,2,0,1,0,1,0,0,0,0,0,0,810694,8457,5819390,939
139966,11,11,11020412,11200411,2020,6,12,3,2,5,7,0,0,1,0,0,1,0,0,806155,313,5831393,953
139967,11,2,2010103,2100105,2020,6,10,7,3,1,5,0,1,1,0,0,0,0,1,799173,2864,5825864,112
139968,11,7,7050503,7501031,2020,6,14,3,3,2,6,0,0,1,0,0,0,0,0,799060,9709,5819774,175
139969,11,12,12214421,12200307,2020,6,11,5,3,0,1,0,0,0,0,1,0,0,0,793092,3373,5833868,503
139970,11,4,4030827,4300623,2020,6,16,6,3,0,6,0,0,1,0,0,0,1,0,792184,897,5826116,572
139971,11,7,7050501,7501030,2020,6,19,3,2,1,7,0,0,1,0,0,0,0,0,797939,1857,5819777,9
139972,11,8,8041037,8401243,2020,6,13,5,3,5,3,0,1,1,0,0,0,0,0,805598,9398,5817084,818
139973,11,10,10040933,10400941,2020,6,17,6,3,5,3,0,0,1,0,1,0,0,0,813348,1312,5824981,687
139974,11,9,9020502,9200511,2020,6,18,2,3,1,5,0,1,1,0,0,0,0,0,807047,8902,5821926,841
139975,11,1,1011105,1100102,2020,6,6,6,3,5,2,0,0,1,0,1,0,0,0,796574,148,5826871,85
139976,11,7,7040402,7400822,2020,6,13,7,3,1,5,0,0,1,0,1,0,0,1,796564,8466,5821140,435
139977,11,1,1044202,1401047,2020,6,0,4,3,5,3,2,0,1,0,0,0,0,0,795638,2896,5830644,623
139978,11,1,1033203,1300836,2020,6,16,5,3,6,2,0,0,1,1,0,0,0,0,796850,3294,5830637,318
139979,11,1,1011306,1100313,2020,6,11,3,3,5,3,0,1,1,0,0,0,0,0,800084,639,5826454,44
139980,11,9,9041501,9401534,2020,6,11,6,3,0,1,0,1,0,0,0,0,0,0,810871,5887,5820662,935
139981,11,1,1011103,1100103,2020,6,12,3,3,5,3,0,0,1,0,0,0,0,0,795327,7074,5826172,701
139982,11,8,8041038,8401244,2020,6,12,6,3,2,6,0,0,1,0,0,0,0,0,806267,7986,5816345,167
139983,11,12,12301203,12500926,2020,6,12,5,3,1,5,0,0,1,0,0,0,0,0,792933,83,5835316,546
139984,11,6,6030610,6300634,2020,6,14,6,3,5,3,0,0,1,0,0,0,0,1,791963,9447,5818450,881
139985,11,6,6020410,6200422,2020,6,15,2,3,2,6,0,0,1,0,0,0,0,0,794080,5156,5817435,716
139986,11,5,5010311,5100313,2020,6,12,6,3,5,2,0,1,1,0,0,0,0,0,785398,1884,5830310,24
139987,11,6,6010205,6100205,2020,6,19,4,3,5,7,0,0,1,0,1,0,0,0,795266,2001,5819989,61
139988,11,11,11020411,11200410,2020,6,12,7,3,5,3,0,1,1,0,0,0,0,0,805181,3238,5832380,875
139989,11,3,3030715,3300516,2020,6,16,2,3,1,6,0,1,1,0,0,0,0,0,801340,8542,5833162,676
139990,11,6,6030610,6300634,2020,6,11,6,3,5,2,0,0,1,0,0,0,1,0,792085,85,5818855,442
139991,11,6,6030501,6300524,2020,6,22,4,3,5,2,2,1,0,0,1,0,0,0,788268,2782,5817568,494
139992,11,6,6020408,6200420,2020,6,14,5,3,2,6,0,0,1,0,0,0,0,0,792561,9714,5815880,191
139993,11,1,1033201,1300834,2020,6,8,3,3,5,2,0,1,1,0,0,0,0,0,798072,6223,5829989,312
139994,11,8,8010303,8100314,2020,6,22,2,3,5,2,2,1,1,0,0,0,0,0,801012,4212,5823904,6
139995,11,10,10030724,10300731,2020,6,17,5,3,0,2,0,1,1,0,0,0,0,0,809564,6989,5828021,702
139996,11,1,1011304,1100311,2020,6,19,4,3,5,2,0,1,1,0,0,0,0,0,799583,3827,5828042,773
139997,11,9,9020802,9200819,2020,6,16,5,3,3,6,0,0,1,0,0,0,0,0,810531,797,5820020,868
139998,11,1,1044202,1401047,2020,6,13,2,3,5,3,0,0,1,0,0,0,1,0,795859,9106,5830445,786
139999,11,2,2010103,2100104,2020,6,1,5,3,0,1,2,1,0,0,0,0,0,1,799294,65,5826223,749
140000,11,9,9010301,9100304,2020,6,16,4,3,0,1,0,0,0,0,1,0,0,0,804230,8846,5822829,186
140001,11,3,3040614,3400721,2020,6,17,3,3,2,1,0,1,1,0,0,0,0,0,798340,4606,5833050,675
140002,11,4,4030623,4300622,2020,6,8,2,3,5,7,0,0,1,0,1,0,0,0,793261,289,5827381,291
140003,11,6,6040805,6400839,2020,6,15,5,3,0,7,0,1,0,0,0,0,0,0,789232,3178,5818410,235
140004,11,3,3020209,3200206,2020,6,7,3,3,5,3,0,1,0,0,0,0,0,0,798327,108,5834826,443
140005,11,4,4051445,4500939,2020,6,10,2,3,5,3,0,1,1,0,0,0,0,0,792509,939,5824501,51
140006,11,9,9041403,9401433,2020,6,21,5,2,0,7,1,1,0,0,0,0,0,0,812161,3444,5819879,59
140007,11,7,7050505,7501134,2020,6,10,4,3,8,1,0,0,1,1,0,0,0,0,799441,343,5817763,36
140008,11,6,6040703,6400737,2020,6,18,5,3,1,5,0,1,1,0,0,0,0,0,784562,8939,5817340,87
140009,11,4,4041134,4400726,2020,6,21,1,3,1,5,1,1,1,0,0,0,0,0,790507,2519,5824007,879
140010,11,2,2050801,2500830,2020,6,19,5,3,0,1,0,1,0,0,0,0,0,0,802434,11,5827420,84
140011,11,2,2010103,2100104,2020,6,13,4,2,8,1,0,0,0,0,0,0,1,0,799319,91,5826181,92
140012,11,2,2020205,2200211,2020,6,11,7,3,6,4,0,1,1,1,0,0,0,0,798216,2333,5824527,784
140013,11,5,5010206,5100208,2020,6,16,3,3,2,2,0,0,1,0,0,0,0,0,782178,7012,5830088,646
140014,11,11,11010206,11100205,2020,6,8,2,3,5,2,0,0,1,0,1,0,0,0,805757,4694,5833789,282
140015,11,3,3061332,3601348,2020,6,19,5,3,5,3,0,1,1,0,0,0,0,0,799838,4615,5830805,76
140016,11,3,3061332,3601348,2020,6,5,7,3,1,5,0,1,1,0,0,0,0,0,799719,1248,5830506,27
140017,11,3,3010102,3100103,2020,6,15,4,3,5,3,0,1,1,0,0,0,0,0,804246,247,5840161,609
140018,11,4,4030929,4501040,2020,6,21,5,3,5,2,1,0,1,0,0,0,0,0,792706,8192,5825392,81
140019,11,4,4030417,4300414,2020,6,5,7,3,3,6,1,1,1,0,0,0,0,0,791791,4904,5827052,536
140020,11,6,6020305,6200316,2020,6,8,4,3,1,5,0,0,1,0,0,0,1,0,796132,8096,5817730,945
140021,11,3,3020307,3200308,2020,6,17,5,3,1,5,0,0,1,0,0,0,0,0,798952,9289,5837498,859
140022,11,12,12302107,12601236,2020,6,14,1,3,5,2,0,1,1,0,0,0,0,0,794406,3491,5836250,61
140023,11,9,9041301,9401329,2020,6,5,4,3,6,6,0,1,0,1,0,0,0,0,811776,9197,5819741,667
140024,11,5,5020625,5200629,2020,6,15,3,3,5,2,0,1,1,0,0,0,0,0,784552,2602,5828177,377
140025,11,1,1033102,1300733,2020,6,12,5,3,6,4,0,1,0,1,0,0,0,0,797156,5919,5831919,572
140026,11,3,3061126,3601141,2020,6,19,6,3,0,7,0,1,0,1,0,0,0,0,798708,5415,5831483,411
140027,11,7,7040405,7400927,2020,6,17,2,3,5,7,0,1,1,0,0,0,0,0,798031,2214,5822213,853
140028,11,1,1022106,1200522,2020,6,19,5,3,5,3,0,1,1,0,0,0,0,0,794210,3806,5828308,753
140029,11,2,2040502,2400521,2020,6,3,7,2,5,2,2,0,1,0,0,0,0,1,801249,6412,5827834,186
140030,11,4,4041344,4400835,2020,6,22,4,3,6,7,2,0,1,1,0,0,0,0,792803,4052,5821857,872
140031,11,5,5020627,5200632,2020,6,16,5,3,5,2,0,0,1,0,1,0,0,0,785948,7119,5828005,478
140032,11,2,2030302,2300316,2020,6,9,3,3,5,7,0,1,1,0,0,0,0,0,801217,821,5826223,356
140033,11,2,2050802,2500834,2020,6,17,3,3,3,6,0,0,0,0,0,1,1,0,801992,1216,5826986,67
140034,11,11,11010205,11100204,2020,6,18,5,3,5,2,0,1,1,0,0,0,0,0,806305,1363,5833901,131
140035,11,7,7060604,7601341,2020,6,11,3,3,5,3,0,1,1,0,0,0,0,0,797967,2175,5815773,748
140036,11,2,2020204,2200210,2020,6,18,5,3,5,2,0,1,1,0,0,0,0,0,798293,1112,5824779,31
140037,11,6,6040703,6400737,2020,6,13,3,3,0,6,0,1,1,0,0,0,0,0,784670,2232,5816663,919
140038,11,2,2010102,2100103,2020,6,19,5,3,2,6,0,1,1,0,0,0,0,0,798553,1434,5825560,64
140039,11,6,6020305,6200316,2020,6,8,5,3,0,1,0,1,0,0,0,0,0,0,796065,3823,5817492,188
140040,11,9,9020802,9200819,2020,6,15,6,3,0,1,0,0,0,0,1,0,0,1,810491,5221,5820151,582
140041,11,2,2040701,2400521,2020,6,17,2,2,5,2,0,1,1,0,0,0,0,0,800718,131,5827873,272
140042,11,1,1011201,1100205,2020,6,17,5,3,2,2,0,0,1,0,0,0,1,0,797461,302,5826823,687
140043,11,6,6040702,6400736,2020,6,19,4,2,0,1,1,1,0,0,0,0,0,0,787518,9744,5816927,711
140044,11,1,1011201,1100205,2020,6,13,5,3,1,5,0,0,1,0,1,0,0,0,797134,1928,5826468,713
140045,11,12,12103218,12100205,2020,6,18,3,3,3,6,0,1,1,0,0,0,0,0,795416,5344,5833377,251
140046,11,4,4051654,4501150,2020,6,11,2,3,4,2,0,1,1,0,0,0,0,0,793680,7367,5823812,666
140047,11,10,10040933,10400941,2020,6,17,5,3,5,3,0,1,1,0,0,0,0,0,812399,9581,5824300,541
140048,11,11,11030618,11300618,2020,6,11,4,3,2,6,0,0,1,0,0,0,1,0,802456,256,5828875,556
140049,11,2,2020203,2200209,2020,6,19,5,3,6,7,0,1,0,1,0,0,0,0,797347,6408,5824751,613
140050,11,1,1011103,1100103,2020,6,13,2,3,2,6,0,1,0,0,0,0,0,0,795284,7803,5826044,349
140051,11,2,2020204,2200210,2020,6,16,5,3,5,3,0,0,1,0,0,0,0,0,798169,3534,5824809,389
140052,11,4,4010102,4100101,2020,6,15,4,3,0,3,0,0,1,0,0,0,1,0,792062,2323,5829754,868
140053,11,1,1011104,1100104,2020,6,22,4,3,6,7,2,1,0,1,0,0,0,0,796465,8701,5825893,442
140054,11,3,3061332,3601348,2020,6,14,6,3,5,3,0,1,1,0,0,0,0,0,799842,6555,5830809,576
140055,11,1,1022206,1200628,2020,6,14,2,3,2,6,0,0,1,0,0,1,0,0,795457,814,5827747,902
140056,11,4,4030620,4300619,2020,6,16,5,3,6,7,0,0,1,1,0,0,0,0,792274,228,5827248,345
140057,11,1,1011302,1100309,2020,6,17,4,3,1,5,0,1,1,0,0,0,0,0,798269,665,5828394,72
140058,11,6,6030501,6300524,2020,6,5,3,3,1,1,0,0,1,0,0,0,1,0,788889,1456,5816189,832
140059,11,5,5010209,5100211,2020,6,9,2,3,0,7,0,1,0,0,0,0,1,0,783432,689,5829184,455
140060,11,12,12302110,12601235,2020,6,16,5,2,1,5,0,0,1,0,1,0,0,0,795197,2326,5835882,434
140061,11,4,4010102,4100101,2020,6,9,4,3,5,3,0,0,1,0,0,0,1,0,792256,3046,5830681,955
140062,11,12,12214423,12200308,2020,6,17,5,3,2,6,0,0,1,0,0,0,0,0,792558,8956,5833885,978
140063,11,1,1011102,1100102,2020,6,16,1,2,0,1,0,1,0,0,0,0,0,0,796464,9453,5827442,919
140064,11,9,9020602,9100409,2020,6,15,5,3,2,7,0,1,0,0,0,0,1,0,806414,7726,5821089,826
140065,11,7,7010102,7100102,2020,6,13,4,3,2,6,0,0,1,0,1,0,0,0,794977,342,5825686,468
140066,11,2,1011306,1100313,2020,6,15,3,3,1,7,0,0,1,0,0,0,1,0,799768,4823,5826305,604
140067,11,4,4010102,4100101,2020,6,17,3,2,5,3,0,0,0,0,1,0,1,0,793328,6035,5829772,251
140068,11,4,4051656,4501151,2020,6,19,2,3,6,7,0,1,0,1,0,0,0,0,793478,671,5823075,998
140069,11,5,5020524,5200528,2020,6,15,5,3,5,3,0,0,1,0,0,0,1,0,783369,5105,5826754,942
140070,11,4,4010101,4100101,2020,6,1,7,3,0,1,2,0,1,0,0,0,0,1,791291,7104,5830670,599
140071,11,4,4020311,4200310,2020,6,8,4,3,1,5,0,0,1,0,0,1,0,0,789215,6858,5826696,383
140072,11,4,4051445,4500939,2020,6,16,5,3,5,2,0,1,1,0,0,0,0,0,792518,9649,5824497,52
140073,11,4,4051655,4501153,2020,6,12,1,2,6,7,0,0,1,1,0,0,0,0,793931,566,5823198,453
140074,11,9,9020702,9200716,2020,6,18,7,3,0,1,0,0,0,0,1,0,0,1,809089,165,5819477,767
140075,11,4,4051655,4501153,2020,6,14,3,3,1,5,0,1,1,0,0,0,0,0,794022,9238,5823767,476
140076,11,7,7010102,7100102,2020,6,17,7,3,5,2,0,1,1,0,0,0,0,1,795426,2802,5825756,126
140077,11,12,12304313,12500825,2020,6,14,3,3,5,2,0,0,1,0,0,0,0,0,792350,5542,5835059,2
140078,11,9,9051702,9501737,2020,6,12,5,3,0,1,0,1,0,0,0,0,0,0,814202,7736,5821337,75
140079,11,8,8010508,8100520,2020,6,17,6,3,3,6,0,0,1,0,0,0,0,0,802957,7214,5822844,54
140080,11,8,8041037,8401243,2020,6,17,2,3,0,3,0,1,1,0,0,0,0,0,805613,7255,5817783,317
140081,11,10,10020620,10200627,2020,6,8,5,3,6,7,0,0,1,1,0,0,0,0,811298,1461,5829749,83
140082,11,1,1011306,1100313,2020,6,22,4,3,0,1,2,1,0,0,0,0,0,0,800497,1481,5826845,872
140083,11,7,7050505,7501134,2020,6,15,5,3,0,7,0,1,0,0,0,0,1,0,798981,2231,5818152,551
140084,11,11,11010103,11100102,2020,7,10,7,2,1,5,0,1,1,0,0,0,0,0,809304,8121,5834521,654
140085,11,2,2020206,2200212,2020,6,13,2,3,2,3,0,1,1,0,0,0,0,0,799688,895,5824621,293
140086,11,8,8010212,8100207,2020,6,0,1,3,0,1,2,1,0,0,0,0,0,0,800736,838,5823421,671
140087,11,6,6020409,6200421,2020,7,21,5,3,0,2,0,1,0,0,1,0,0,0,793718,937,5818291,507
140088,11,1,1011204,1100207,2020,7,8,4,3,3,6,0,1,1,0,0,0,0,0,797985,481,5826879,91
140089,11,2,2030401,2300417,2020,7,18,6,3,6,4,0,0,1,1,0,0,0,0,800645,7364,5825683,893
140090,11,6,6010103,6100103,2020,6,13,2,2,2,7,0,0,1,0,0,0,0,0,793764,3454,5821182,701
140091,11,2,2030302,2300315,2020,6,20,3,3,5,2,0,1,1,0,0,0,0,0,800162,157,5825745,573
140092,11,4,4030828,4300624,2020,6,13,1,3,3,5,0,0,1,0,1,0,0,1,793509,1862,5826085,562
140093,11,11,11030721,11300722,2020,7,19,1,3,1,5,0,1,1,0,0,0,0,1,804030,4035,5827732,61
140094,11,11,11020514,11200513,2020,6,9,3,3,2,6,0,0,0,0,1,0,1,0,804475,6121,5830946,161
140095,11,2,2030402,2300419,2020,6,14,1,3,0,7,0,0,1,1,0,0,0,0,801531,39,5825733,98
140096,11,9,9041301,9401329,2020,7,9,7,3,5,2,0,1,1,0,0,0,0,0,812410,5895,5819583,434
140097,11,1,1011402,1100416,2020,6,19,2,2,0,1,0,1,0,0,0,0,0,0,798622,1633,5829351,207
140098,11,1,1011304,1100311,2020,6,14,1,3,2,6,0,0,1,0,0,0,0,1,799685,9442,5827852,773
140099,11,2,2050803,2500835,2020,7,16,4,3,1,5,0,0,1,0,0,0,1,0,803048,173,5825842,801
140100,11,11,11020412,11200411,2020,7,13,6,3,5,3,0,0,1,0,0,1,0,0,805980,743,5831932,88
140101,11,7,7030301,7300515,2020,6,16,3,3,5,2,0,1,1,0,0,0,0,0,793952,6489,5822252,57
140102,11,9,9051702,9501737,2020,7,1,1,2,0,1,2,0,0,0,1,0,0,0,815404,859,5821898,659
140103,11,1,1044101,1400938,2020,6,19,3,3,2,3,0,1,1,0,0,0,0,0,794225,5968,5831190,956
140104,11,4,4030726,4500936,2020,7,16,1,2,1,5,0,1,0,0,0,0,1,0,791551,3337,5825587,45
140105,11,2,2050801,2500831,2020,6,8,3,3,5,3,0,1,1,0,0,0,0,0,803268,2505,5827413,432
140106,11,9,9031001,9301025,2020,6,14,1,3,5,3,0,1,1,0,0,0,0,1,811099,2936,5815583,931
140107,11,1,1022101,1200517,2020,7,14,5,3,1,5,0,1,1,0,0,0,0,0,793374,5772,5829065,95
140108,11,1,1011204,1100207,2020,7,17,7,3,6,4,0,0,1,1,0,0,0,0,798905,2907,5827340,457
140109,11,9,9030901,9300920,2020,6,11,2,3,1,5,0,1,1,0,0,0,0,0,808453,6922,5817317,174
140110,11,2,2010102,2100103,2020,6,16,1,3,1,1,0,1,1,0,0,0,0,0,798400,9008,5826325,69
140111,11,4,4031032,4500937,2020,7,23,4,2,6,4,2,0,0,1,0,0,1,1,791013,153,5824979,753
140112,11,5,5020419,5200423,2020,7,12,6,3,5,3,0,1,1,0,0,0,0,0,782094,573,5828075,94
140113,11,7,7060601,7601236,2020,6,15,3,3,5,3,0,0,1,0,0,0,0,0,796576,7048,5816224,222
140114,11,4,4030929,4501040,2020,7,17,7,3,2,6,0,1,0,0,0,0,0,0,792708,1473,5825494,824
140115,11,5,5020626,5200631,2020,6,21,2,3,5,3,1,1,1,0,0,0,0,0,784596,451,5827970,8
140116,11,6,6030501,6300524,2020,6,14,1,2,5,3,0,1,1,0,0,0,0,1,787530,9406,5817379,927
140117,11,9,9010101,9100101,2020,7,20,5,3,5,2,0,1,1,0,0,0,0,0,802522,6897,5824573,27
140118,11,11,11010310,11100309,2020,7,0,5,3,2,6,2,0,1,0,0,0,0,0,805522,4621,5833369,702
140119,11,5,5020627,5200632,2020,7,13,6,3,1,5,0,0,1,0,0,0,0,0,786065,2247,5827969,861
140120,11,5,5010314,5100316,2020,6,17,2,3,3,6,0,0,1,0,1,0,0,0,785047,2615,5829478,788
140121,11,9,9020602,9200614,2020,6,12,1,3,5,3,0,0,1,0,1,0,0,0,808195,258,5820919,231
140122,11,9,9010101,9100101,2020,6,16,2,3,0,1,0,1,0,0,0,0,0,1,802617,3681,5824473,691
140123,11,11,11041027,11401034,2020,6,12,1,3,5,3,0,1,1,0,0,0,0,0,807403,2768,5827435,76
140124,11,3,3030711,3300514,2020,7,8,5,3,5,3,0,1,1,0,0,0,0,0,800852,4365,5836051,76
140125,11,9,9020701,9200715,2020,7,15,7,3,5,3,0,1,1,0,0,0,0,0,807414,3941,5818310,966
140126,11,1,1044203,1401049,2020,6,17,2,3,5,2,0,1,0,0,0,0,1,0,795903,7152,5831932,123
140127,11,6,6030605,6300629,2020,6,12,1,3,0,3,0,0,1,0,1,0,0,0,791950,781,5820018,212
140128,11,2,2020204,2200210,2020,7,14,4,3,1,1,0,1,1,0,1,0,0,1,798746,6044,5825125,742
140129,11,8,8010301,8100312,2020,7,11,6,3,6,7,0,0,1,1,0,0,0,0,801156,606,5824093,254
140130,11,4,4051549,4501146,2020,6,6,3,3,3,6,0,0,1,0,0,0,0,0,792481,41,5824012,384
140131,11,2,2020204,2200210,2020,7,19,7,3,0,1,0,1,0,0,0,0,0,0,798483,2868,5825230,359
140132,11,5,5020627,5200632,2020,6,12,2,3,5,2,0,1,0,0,1,0,0,0,785386,3703,5827903,854
140133,11,9,9051901,9501941,2020,6,14,7,3,0,1,0,1,0,0,0,0,0,0,811375,7458,5821162,663
140134,11,12,12302110,12601235,2020,7,20,5,3,5,2,0,0,1,0,1,0,0,0,794466,6869,5836245,106
140135,11,11,11030721,11300722,2020,7,15,4,2,0,1,0,0,0,0,1,0,0,1,803917,4586,5828026,471
140136,11,5,5020625,5200629,2020,7,20,6,3,5,2,0,1,1,0,0,0,0,0,784458,7074,5828663,485
140137,11,10,10010309,10100312,2020,6,16,2,3,5,2,0,1,1,0,0,0,0,1,807934,6072,5829198,169
140138,11,2,2020205,2200211,2020,7,8,4,3,6,4,0,0,0,1,1,0,0,0,797923,4425,5824577,621
140139,11,11,11040926,11400931,2020,6,11,7,3,0,5,0,1,1,0,0,0,0,0,806640,845,5827212,439
140140,11,2,2030401,2300418,2020,6,11,3,3,5,3,0,1,0,0,0,0,0,0,801290,6258,5825361,445
140141,11,6,6020408,6200420,2020,7,10,4,2,5,2,0,1,0,0,0,1,0,0,792722,839,5816229,728
140142,11,7,7050506,7501135,2020,6,13,3,3,2,2,0,0,1,0,0,0,0,0,798798,3572,5817328,341
140143,11,2,2020204,2200210,2020,7,3,7,3,1,5,2,0,1,0,0,0,1,0,798248,9864,5824790,739
140144,11,9,9020701,9200715,2020,6,10,2,3,5,2,0,1,1,0,0,0,0,0,807700,9642,5818375,48
140145,11,10,10020412,10200417,2020,6,14,7,3,3,6,0,0,1,0,1,0,0,0,811319,5718,5831960,444
140146,11,1,1011103,1100103,2020,7,20,5,3,1,5,0,1,1,0,0,0,0,0,795320,7019,5825844,519
140147,11,2,2040701,2400521,2020,7,18,4,2,5,3,0,1,1,0,0,0,0,0,800719,921,5827883,722
140148,11,5,5020625,5200629,2020,7,17,6,3,2,2,0,0,1,0,0,0,0,0,784615,8881,5828427,799
140149,11,10,10040829,10400836,2020,6,16,2,3,0,2,0,1,1,0,0,0,0,1,811232,8,5827786,675
140150,11,5,5010314,5100316,2020,6,21,3,3,5,2,0,0,0,0,1,0,1,0,785055,4292,5829464,649
140151,11,11,11040926,11400929,2020,6,13,7,3,0,6,0,1,1,0,0,0,0,0,804605,8734,5826411,592
140152,11,9,9020502,9200511,2020,7,17,1,3,6,4,0,1,0,1,0,0,0,0,806626,6594,5822731,83
140153,11,4,4020314,4200311,2020,6,8,3,3,2,6,0,0,1,0,0,0,0,0,790403,9643,5825398,56
140154,11,12,12214527,12200515,2020,6,13,7,3,0,1,0,0,0,0,1,0,0,0,789879,4621,5835736,11
140155,11,8,8020619,8200623,2020,7,18,7,3,5,2,0,0,1,0,0,0,0,1,802273,9424,5820668,954
140156,11,2,2030302,2300316,2020,6,16,2,3,0,5,0,1,1,0,0,0,0,1,800989,4907,5826374,121
140157,11,7,7050503,7501031,2020,6,13,7,3,5,3,0,1,1,0,0,0,0,0,798752,2066,5819878,185
140158,11,12,12214422,12200310,2020,6,13,7,3,0,6,0,1,0,0,0,0,0,0,791456,965,5833063,817
140159,11,4,4030930,4501041,2020,7,11,7,3,0,1,0,0,0,0,1,0,0,0,793382,5078,5825428,98
140160,11,7,7070705,7601546,2020,6,15,2,3,5,2,0,1,1,0,0,0,0,1,798540,263,5814419,291
140161,11,2,2010104,2100106,2020,6,13,7,3,6,4,0,1,0,1,0,0,0,0,799617,1032,5825650,274
140162,11,5,5030731,5300737,2020,7,16,4,3,2,6,0,0,1,0,0,0,0,0,787886,2601,5830054,532
140163,11,3,3061228,3601245,2020,7,14,6,3,0,2,0,1,0,0,0,0,1,0,800290,111,5831558,771
140164,11,5,5040936,5400943,2020,6,9,2,3,0,7,0,0,1,0,0,0,0,0,781371,5959,5819763,919
140165,11,7,7040404,7400826,2020,6,18,3,3,0,2,0,0,1,1,0,0,0,0,796524,384,5819864,13
140166,11,6,6040703,6400737,2020,7,14,1,3,5,2,0,1,1,0,0,0,0,0,784910,5098,5817540,307
140167,11,4,4030417,4300414,2020,6,8,3,2,0,1,0,0,0,0,0,0,1,0,791504,7534,5826842,836
140168,11,4,4041240,4400831,2020,6,13,7,2,0,1,0,1,0,0,0,0,0,0,790807,5093,5822571,114
140169,11,7,7040403,7400823,2020,7,12,5,3,5,2,0,1,1,0,0,0,0,0,797323,8263,5822170,231
140170,11,9,9052001,9502043,2020,7,16,7,3,2,6,0,0,1,0,0,0,0,0,811381,8443,5822802,694
140171,11,2,2050802,2500833,2020,6,15,2,3,5,2,0,1,1,0,0,0,0,0,802039,7419,5827167,294
140172,11,12,12214125,12200412,2020,6,13,7,3,2,2,0,0,1,0,0,0,1,0,788335,8959,5832037,429
140173,11,12,12301203,12500930,2020,7,18,4,3,5,3,0,0,1,0,0,0,0,0,793603,74,5835192,831
